Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
1693,5.0,0.6,6.6,3.5,8.3,2.89,Low,23,Female,Part-time,Tlalpan,Yes,No,Yes
1694,8.9,3.0,8.0,2.6,1.5,3.29,High,22,Female,Full-time,Coyoacan,No,Yes,Yes
1695,8.2,2.5,7.8,5.4,0.1,3.4,High,21,Male,Not working,Cuauhtemoc,Yes,No,No
1696,9.4,0.9,5.4,2.9,5.4,3.56,High,22,Female,Not working,Benito Juarez,Yes,No,No
1697,7.6,3.3,7.2,3.4,2.5,3.03,Moderate,24,Female,Not working,Iztacalco,Yes,Yes,Yes
1698,8.1,3.3,5.8,3.6,3.2,3.22,High,20,Male,Part-time,Venustiano Carranza,No,Yes,No
1699,8.0,0.7,5.6,5.9,3.8,2.93,High,22,Female,Part-time,Tlalpan,Yes,Yes,No
1700,5.9,2.7,8.0,3.9,3.5,2.78,Low,22,Female,Not working,Benito Juarez,Yes,No,Yes
1701,5.4,3.6,6.9,1.9,6.2,2.35,Low,20,Male,Not working,Milpa Alta,No,No,No
1702,9.3,3.7,6.5,3.9,0.6,3.24,High,25,Male,Not working,Coyoacan,Yes,Yes,Yes
1703,8.9,3.7,6.2,3.0,2.2,3.49,High,22,Female,Not working,Alvaro Obregon,No,No,Yes
1704,5.0,2.3,6.7,1.9,8.1,2.64,Low,23,Male,Not working,Iztacalco,Yes,No,Yes
1705,8.2,3.4,8.0,3.8,0.6,3.26,High,21,Male,Not working,Gustavo A. Madero,Yes,Yes,Yes
1706,7.3,0.0,7.8,4.0,4.9,2.75,Moderate,22,Male,Part-time,Iztapalapa,No,No,No
1707,8.0,2.9,7.9,0.3,4.9,3.25,Moderate,22,Male,Part-time,Gustavo A. Madero,No,No,No
1708,6.4,0.3,7.1,3.3,6.9,2.77,Moderate,22,Male,Not working,Cuauhtemoc,Yes,Yes,No
1709,6.6,2.9,8.2,2.0,4.3,3.14,Moderate,22,Male,Part-time,Benito Juarez,No,No,No
1710,8.2,2.2,5.1,4.2,4.3,3.48,High,21,Female,Part-time,Iztapalapa,Yes,Yes,Yes
1711,6.9,3.8,9.1,2.5,1.7,2.88,Moderate,23,Female,Part-time,Cuajimalpa de Morelos,No,Yes,Yes
1712,6.7,1.9,6.5,3.1,5.8,2.87,Moderate,20,Female,Not working,Venustiano Carranza,No,No,Yes
1713,5.8,3.9,5.5,5.6,3.2,2.88,High,24,Male,Part-time,Benito Juarez,Yes,No,Yes
1714,8.6,1.7,8.2,1.9,3.6,3.46,High,23,Male,Not working,Miguel Hidalgo,Yes,Yes,No
1715,6.5,2.3,7.5,3.5,4.2,2.8,Moderate,22,Male,Not working,Cuauhtemoc,No,Yes,No
1716,5.4,0.2,6.3,0.4,11.7,2.53,Low,23,Female,Full-time,Iztapalapa,No,No,Yes
1717,5.5,3.3,5.2,4.0,6.0,2.95,High,21,Female,Not working,Tlahuac,Yes,Yes,Yes
1718,7.4,1.2,7.6,2.3,5.5,3.03,Moderate,22,Female,Part-time,Tlahuac,No,No,No
1719,7.8,0.5,10.0,2.4,3.3,3.43,Moderate,21,Male,Part-time,Miguel Hidalgo,Yes,No,No
1720,6.8,3.3,7.3,4.3,2.3,2.83,Moderate,22,Female,Part-time,Iztacalco,Yes,No,No
1721,5.5,3.4,8.7,1.3,5.1,2.74,Low,22,Male,Not working,Milpa Alta,No,No,Yes
1722,9.9,1.0,7.3,0.2,5.6,3.32,High,21,Female,Not working,Azcapotzalco,Yes,Yes,Yes
1723,7.0,2.3,9.8,2.5,2.4,3.09,Moderate,21,Female,Not working,Iztapalapa,No,No,No
1724,5.2,1.3,7.9,5.7,3.9,3.04,Low,23,Female,Part-time,Tlalpan,Yes,No,No
1725,9.3,0.9,6.1,1.2,6.5,3.29,High,21,Male,Not working,Iztacalco,Yes,No,No
1726,7.5,1.9,6.3,3.0,5.3,3.4,Moderate,21,Male,Not working,Iztapalapa,Yes,No,No
1727,5.2,0.5,9.4,4.5,4.4,2.9,Low,23,Male,Not working,Tlahuac,No,No,Yes
1728,6.8,3.0,8.9,4.0,1.3,2.49,Moderate,23,Female,Not working,Xochimilco,Yes,No,Yes
1729,8.6,0.8,6.7,2.8,5.1,3.52,High,22,Female,Not working,Gustavo A. Madero,Yes,Yes,Yes
1730,6.6,0.6,7.0,5.9,3.9,2.83,Moderate,20,Male,Full-time,Magdalena Contreras,No,Yes,Yes
1731,6.1,2.4,7.2,0.4,7.9,3.29,Moderate,24,Female,Full-time,Xochimilco,No,No,No
1732,7.6,3.5,6.4,0.5,6.0,3.12,Moderate,22,Male,Part-time,Miguel Hidalgo,Yes,No,No
1733,9.7,1.5,7.9,3.9,1.0,3.69,High,25,Female,Not working,Alvaro Obregon,Yes,Yes,Yes
1734,5.7,1.2,5.7,4.9,6.5,2.66,High,22,Male,Full-time,Xochimilco,Yes,No,No
1735,6.1,2.9,9.7,2.8,2.5,2.5,Moderate,24,Male,Full-time,Iztacalco,Yes,Yes,No
1736,6.6,1.9,8.0,5.9,1.6,3.41,Moderate,20,Female,Not working,Cuajimalpa de Morelos,Yes,No,Yes
1737,9.7,3.4,9.4,0.7,0.8,3.6,High,22,Male,Not working,Iztapalapa,Yes,Yes,No
1738,7.0,3.8,7.1,3.6,2.5,3.11,Moderate,22,Male,Part-time,Benito Juarez,Yes,Yes,Yes
1739,8.5,3.8,6.2,4.1,1.4,2.93,High,25,Female,Not working,Benito Juarez,Yes,No,Yes
1740,8.9,2.2,8.3,1.5,3.1,3.37,High,22,Female,Not working,Iztacalco,Yes,Yes,No
1741,7.4,2.5,7.0,1.2,5.9,3.11,Moderate,21,Male,Part-time,Coyoacan,Yes,No,Yes
1742,8.7,1.6,6.8,2.4,4.5,3.42,High,22,Female,Not working,Iztapalapa,Yes,Yes,No
1743,7.0,2.2,7.7,3.0,4.1,3.05,Moderate,21,Male,Not working,Coyoacan,Yes,No,No
1744,5.8,0.5,9.7,3.6,4.4,2.65,Low,22,Male,Full-time,Tlalpan,No,No,Yes
1745,8.3,1.6,9.5,2.9,1.7,3.12,High,21,Male,Part-time,Gustavo A. Madero,Yes,No,Yes
1746,9.8,3.3,9.3,0.3,1.3,3.73,High,21,Male,Not working,Azcapotzalco,Yes,No,Yes
1747,6.4,1.1,6.4,5.1,5.0,2.79,Moderate,24,Female,Part-time,Iztacalco,No,No,Yes
1748,6.2,3.2,7.8,0.0,6.8,2.8,Moderate,20,Female,Not working,Iztacalco,No,No,No
1749,7.1,1.6,5.6,4.1,5.6,3.28,High,24,Male,Not working,Iztapalapa,Yes,Yes,Yes
1750,8.6,0.0,9.8,4.6,1.0,3.48,High,24,Male,Part-time,Alvaro Obregon,Yes,No,Yes
1751,9.5,0.1,9.7,3.8,0.9,3.57,High,24,Female,Part-time,Xochimilco,Yes,No,No
1752,9.7,1.8,8.0,2.1,2.4,3.82,High,20,Male,Not working,Benito Juarez,Yes,Yes,Yes
1753,9.7,0.3,7.5,4.1,2.4,3.53,High,20,Female,Part-time,Magdalena Contreras,Yes,No,No
1754,9.5,3.8,5.3,2.2,3.2,3.7,High,22,Male,Not working,Gustavo A. Madero,Yes,No,No
1755,5.1,1.3,7.7,5.5,4.4,2.8,Low,23,Male,Full-time,Milpa Alta,No,No,No
1756,7.7,1.1,9.5,5.3,0.4,2.99,Moderate,20,Female,Not working,Tlalpan,No,No,Yes
1757,7.0,3.6,6.9,4.4,2.1,2.84,Moderate,24,Male,Part-time,Tlalpan,Yes,No,Yes
1758,9.6,1.8,8.7,1.4,2.5,3.43,High,25,Male,Full-time,Alvaro Obregon,No,Yes,Yes
1759,5.1,0.4,7.5,4.1,6.9,3.01,Low,22,Female,Not working,Tlahuac,No,No,Yes
1760,8.5,2.8,7.5,4.8,0.4,3.06,High,22,Male,Not working,Azcapotzalco,No,No,No
1761,7.4,1.8,6.0,1.8,7.0,3.13,Moderate,25,Female,Full-time,Coyoacan,No,No,Yes
1762,6.2,1.2,8.9,2.0,5.7,2.85,Moderate,23,Female,Full-time,Xochimilco,No,No,Yes
1763,6.2,0.7,8.9,0.8,7.4,3.02,Moderate,23,Female,Full-time,Gustavo A. Madero,Yes,No,No
1764,8.4,2.5,9.1,0.2,3.8,2.65,High,23,Male,Full-time,Venustiano Carranza,Yes,No,Yes
1765,6.5,1.1,5.7,1.7,9.0,3.02,High,20,Female,Part-time,Miguel Hidalgo,Yes,Yes,No
1766,8.3,1.5,8.6,1.9,3.7,2.86,High,21,Male,Part-time,Iztapalapa,No,Yes,Yes
1767,6.5,2.2,5.1,0.5,9.7,3.1,High,24,Female,Part-time,Iztapalapa,Yes,No,Yes
1768,8.6,0.4,9.2,4.2,1.6,3.27,High,21,Male,Part-time,Cuauhtemoc,Yes,Yes,Yes
1769,8.1,3.3,7.0,1.2,4.4,3.8,High,24,Male,Not working,Iztapalapa,No,No,Yes
1770,7.7,2.3,9.7,3.9,0.4,3.3,Moderate,23,Male,Not working,Iztapalapa,No,Yes,Yes
1771,9.4,3.2,9.7,0.2,1.5,3.4,High,21,Female,Not working,Coyoacan,Yes,Yes,No
1772,9.2,2.0,8.7,0.6,3.5,3.03,High,24,Female,Not working,Azcapotzalco,No,Yes,No
1773,6.3,2.9,5.8,2.1,6.9,2.78,High,23,Male,Full-time,Benito Juarez,Yes,Yes,Yes
1774,8.5,1.5,7.8,0.6,5.6,3.02,High,25,Female,Part-time,Tlalpan,Yes,Yes,Yes
1775,9.0,1.5,8.2,3.8,1.5,3.41,High,23,Male,Part-time,Gustavo A. Madero,No,Yes,Yes
1776,8.1,1.7,5.9,5.7,2.6,3.17,High,23,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
1777,8.8,0.8,6.7,4.9,2.8,3.53,High,21,Female,Not working,Tlahuac,Yes,No,Yes
1778,7.2,2.9,6.9,1.3,5.7,3.23,Moderate,25,Female,Part-time,Iztapalapa,Yes,No,No
1779,8.2,3.9,6.6,2.4,2.9,3.32,High,20,Male,Part-time,Tlalpan,Yes,No,Yes
1780,9.2,3.0,5.3,6.0,0.5,3.77,High,23,Male,Not working,Benito Juarez,Yes,Yes,Yes
1781,8.8,3.5,8.3,2.9,0.5,3.26,High,23,Male,Part-time,Xochimilco,Yes,Yes,Yes
1782,9.4,0.8,5.4,4.7,3.7,3.25,High,23,Female,Full-time,Milpa Alta,Yes,Yes,Yes
1783,9.2,0.7,9.3,3.3,1.5,3.64,High,23,Male,Part-time,Coyoacan,Yes,No,No
1784,7.1,0.8,6.4,3.0,6.7,3.08,Moderate,22,Female,Part-time,Gustavo A. Madero,No,Yes,Yes
1785,7.7,3.2,9.0,2.4,1.7,3.03,Moderate,25,Male,Part-time,Iztapalapa,No,Yes,Yes
1786,5.3,3.5,5.4,1.5,8.3,2.91,High,24,Male,Not working,Magdalena Contreras,Yes,No,Yes
1787,8.5,1.6,9.4,1.3,3.2,2.9,High,24,Male,Not working,Tlahuac,Yes,No,No
1788,7.7,3.5,9.6,0.9,2.3,3.39,Moderate,25,Female,Not working,Iztapalapa,Yes,No,Yes
1789,7.3,2.2,9.7,4.8,0.0,3.25,Moderate,21,Male,Full-time,Azcapotzalco,Yes,Yes,Yes
1790,6.9,0.0,5.0,2.8,9.3,2.85,High,22,Male,Not working,Xochimilco,Yes,No,No
1791,7.4,0.1,8.4,1.8,6.3,2.75,Moderate,23,Female,Not working,Gustavo A. Madero,No,No,No
1792,5.8,1.6,6.2,3.2,7.2,2.98,Low,20,Female,Not working,Magdalena Contreras,No,Yes,Yes
1793,6.0,2.0,5.8,4.0,6.2,2.81,High,24,Male,Not working,Venustiano Carranza,Yes,Yes,Yes
1794,7.3,0.3,8.0,1.6,6.8,3.15,Moderate,22,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
1795,7.6,2.1,9.6,2.6,2.1,2.78,Moderate,23,Female,Not working,Tlalpan,Yes,Yes,No
1796,9.7,3.1,6.4,4.1,0.7,3.76,High,23,Male,Part-time,Iztapalapa,Yes,No,Yes
1797,7.2,3.3,9.1,0.8,3.6,2.87,Moderate,22,Male,Part-time,Miguel Hidalgo,Yes,Yes,No
1798,6.5,1.2,8.6,1.4,6.3,3.18,Moderate,21,Male,Not working,Iztapalapa,No,No,Yes
1799,5.0,2.9,5.9,0.6,9.6,2.63,High,23,Female,Part-time,Alvaro Obregon,Yes,No,Yes
1800,7.4,0.2,9.9,4.3,2.2,2.84,Moderate,21,Male,Part-time,Venustiano Carranza,No,No,No
1801,6.6,1.3,7.2,3.8,5.1,2.93,Moderate,23,Male,Part-time,Iztapalapa,No,No,Yes
1802,9.3,1.0,6.9,5.2,1.6,3.32,High,22,Female,Not working,Alvaro Obregon,Yes,No,No
1803,8.3,1.4,8.4,0.1,5.8,3.23,High,23,Female,Not working,Tlalpan,Yes,Yes,No
1804,9.1,3.8,9.6,1.4,0.1,3.71,High,23,Male,Part-time,Coyoacan,Yes,No,Yes
1805,7.6,1.4,7.3,4.1,3.6,3.09,Moderate,22,Male,Part-time,Cuauhtemoc,Yes,Yes,No
1806,9.6,3.3,9.9,1.1,0.1,3.5,High,23,Female,Not working,Benito Juarez,Yes,No,Yes
1807,6.4,0.4,5.6,1.7,9.9,3.21,High,24,Female,Full-time,Benito Juarez,Yes,No,No
1808,9.5,2.5,5.0,1.1,5.9,3.52,High,23,Male,Not working,Azcapotzalco,Yes,Yes,No
1809,5.5,1.5,7.5,0.3,9.2,2.61,Low,20,Male,Part-time,Alvaro Obregon,No,No,Yes
1810,8.2,1.9,7.5,2.6,3.8,3.13,High,20,Female,Part-time,Iztapalapa,Yes,No,Yes
1811,9.8,0.9,7.6,4.2,1.5,3.62,High,22,Male,Part-time,Xochimilco,Yes,No,Yes
1812,6.9,1.9,5.4,3.7,6.1,3.05,High,20,Male,Not working,Tlalpan,Yes,No,Yes
1813,6.4,0.6,7.7,3.2,6.1,3.0,Moderate,23,Male,Part-time,Gustavo A. Madero,No,No,No
1814,8.1,0.8,7.3,4.3,3.5,3.12,High,20,Female,Part-time,Miguel Hidalgo,Yes,No,No
1815,7.6,1.6,6.6,3.7,4.5,3.18,Moderate,23,Female,Not working,Coyoacan,Yes,Yes,No
1816,5.4,1.8,9.5,0.6,6.7,2.9,Low,21,Female,Not working,Iztapalapa,No,No,No
1817,9.9,3.8,5.4,4.6,0.3,3.69,High,20,Male,Not working,Iztapalapa,Yes,No,No
1818,7.1,1.8,8.2,4.6,2.3,2.98,Moderate,20,Female,Not working,Gustavo A. Madero,Yes,No,Yes
1819,5.2,2.4,5.9,2.1,8.4,2.69,High,23,Male,Not working,Coyoacan,Yes,No,No
1820,6.7,0.4,5.7,0.2,11.0,2.58,High,20,Male,Part-time,Milpa Alta,Yes,No,Yes
1821,7.4,3.8,5.6,5.7,1.5,3.27,High,23,Female,Not working,Iztapalapa,Yes,Yes,No
1822,8.2,3.3,5.5,3.0,4.0,3.5,High,23,Female,Part-time,Venustiano Carranza,Yes,No,Yes
1823,8.5,2.3,9.2,0.3,3.7,3.34,High,25,Female,Not working,Benito Juarez,Yes,Yes,Yes
1824,6.9,1.4,8.1,5.3,2.3,3.42,Moderate,25,Female,Full-time,Iztapalapa,Yes,No,Yes
1825,7.5,3.3,7.0,0.6,5.6,2.82,Moderate,25,Female,Part-time,Cuauhtemoc,No,No,Yes
1826,8.6,3.0,5.3,1.3,5.8,3.06,High,21,Male,Not working,Gustavo A. Madero,Yes,No,No
1827,6.4,2.2,5.7,0.8,8.9,2.89,High,22,Female,Full-time,Xochimilco,No,Yes,No
1828,6.8,3.2,7.6,0.8,5.6,2.78,Moderate,24,Female,Not working,Xochimilco,No,No,No
1829,8.7,1.6,6.3,2.3,5.1,2.87,High,22,Female,Full-time,Cuauhtemoc,Yes,Yes,Yes
1830,6.2,1.6,5.1,4.6,6.5,2.92,High,23,Male,Not working,Gustavo A. Madero,Yes,No,Yes
1831,5.9,0.2,8.3,4.6,5.0,2.88,Low,20,Male,Not working,Alvaro Obregon,No,No,Yes
1832,6.0,2.9,8.5,1.5,5.1,3.17,Moderate,23,Male,Full-time,Gustavo A. Madero,Yes,No,Yes
1833,9.5,0.4,9.9,3.6,0.6,3.5,High,23,Female,Not working,Iztapalapa,Yes,No,No
1834,8.6,0.8,7.2,0.4,7.0,3.32,High,21,Male,Not working,Benito Juarez,No,No,No
1835,6.9,3.0,6.9,2.0,5.2,3.23,Moderate,24,Male,Full-time,Tlahuac,No,No,No
1836,5.2,1.5,5.8,4.2,7.3,2.83,High,21,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
1837,5.5,2.7,6.4,1.2,8.2,2.75,Low,23,Female,Part-time,Venustiano Carranza,No,No,No
1838,7.4,2.0,6.6,0.8,7.2,3.1,Moderate,24,Female,Full-time,Iztapalapa,Yes,No,Yes
1839,6.9,2.7,8.9,2.9,2.6,2.77,Moderate,22,Female,Not working,Xochimilco,No,No,No
1840,6.4,0.6,6.2,1.3,9.5,3.04,Moderate,22,Female,Part-time,Tlahuac,Yes,Yes,No
1841,7.6,2.3,9.7,0.9,3.5,3.36,Moderate,24,Female,Part-time,Gustavo A. Madero,Yes,No,No
1842,7.8,1.0,6.3,0.2,8.7,3.27,Moderate,25,Female,Not working,Xochimilco,Yes,No,No
1843,6.5,3.0,5.2,1.3,8.0,3.17,High,22,Female,Not working,Alvaro Obregon,Yes,No,Yes
1844,7.3,2.8,6.9,1.0,6.0,3.24,Moderate,22,Male,Full-time,Xochimilco,Yes,No,No
1845,7.0,2.3,9.7,0.3,4.7,2.64,Moderate,21,Male,Not working,Venustiano Carranza,No,No,Yes
1846,7.5,0.1,6.6,4.9,4.9,3.14,Moderate,21,Female,Not working,Tlahuac,No,No,Yes
1847,7.8,1.8,6.4,1.8,6.2,3.39,Moderate,25,Male,Full-time,Xochimilco,Yes,No,No
1848,9.8,1.8,7.0,4.6,0.8,3.39,High,20,Female,Not working,Iztapalapa,Yes,No,Yes
1849,7.1,2.2,6.2,4.5,4.0,3.34,Moderate,21,Male,Full-time,Iztacalco,Yes,No,Yes
1850,8.9,0.9,8.6,4.5,1.1,3.36,High,20,Male,Not working,Coyoacan,Yes,No,Yes
1851,6.7,0.7,5.0,2.7,8.9,3.15,High,21,Female,Not working,Miguel Hidalgo,Yes,Yes,No
1852,5.9,3.4,6.3,1.4,7.0,2.48,Low,23,Male,Not working,Gustavo A. Madero,Yes,No,Yes
1853,7.4,2.0,6.1,1.6,6.9,3.22,Moderate,22,Male,Part-time,Tlalpan,Yes,Yes,No
1854,8.9,1.8,8.6,3.5,1.2,3.17,High,22,Male,Not working,Iztapalapa,No,Yes,No
1855,5.7,3.9,9.1,1.1,4.2,2.81,Low,23,Male,Full-time,Venustiano Carranza,Yes,No,Yes
1856,5.7,3.0,7.3,4.7,3.3,2.82,Low,23,Male,Full-time,Iztapalapa,No,No,No
1857,8.7,2.4,8.4,0.1,4.4,3.51,High,20,Female,Not working,Iztapalapa,Yes,Yes,Yes
1858,5.0,0.1,9.3,4.1,5.5,2.47,Low,23,Male,Part-time,Iztacalco,No,No,No
1859,6.3,2.8,9.0,1.8,4.1,2.79,Moderate,21,Female,Part-time,Tlahuac,No,No,No
1860,7.5,3.1,6.1,1.6,5.7,3.07,Moderate,21,Female,Not working,Iztapalapa,Yes,No,No
1861,6.2,4.0,6.0,3.5,4.3,2.88,Moderate,22,Male,Full-time,Iztapalapa,Yes,No,Yes
1862,8.2,3.0,9.9,0.5,2.4,3.3,High,21,Male,Part-time,Benito Juarez,Yes,Yes,Yes
1863,8.8,1.4,5.9,2.5,5.4,3.29,High,20,Female,Part-time,Iztapalapa,Yes,No,No
1864,7.7,4.0,7.0,3.3,2.0,3.44,Moderate,22,Male,Full-time,Coyoacan,No,No,Yes
1865,6.8,1.6,8.5,5.6,1.5,3.33,Moderate,23,Male,Part-time,Tlalpan,No,No,Yes
1866,5.4,0.8,7.5,0.1,10.2,2.86,Low,22,Male,Part-time,Benito Juarez,Yes,No,No
1867,6.3,2.1,5.1,1.6,8.9,3.49,High,20,Male,Not working,Cuauhtemoc,No,No,No
1868,9.6,2.6,7.1,4.4,0.3,3.54,High,23,Male,Not working,Magdalena Contreras,Yes,No,Yes
1869,8.9,0.8,5.7,4.1,4.5,3.62,High,24,Female,Full-time,Iztapalapa,Yes,No,Yes
1870,8.7,2.5,9.9,1.5,1.4,3.36,High,22,Female,Not working,Tlalpan,Yes,Yes,No
1871,5.6,3.3,6.3,4.7,4.1,2.85,Low,25,Female,Part-time,Cuauhtemoc,Yes,No,Yes
1872,8.0,1.8,6.8,2.1,5.3,3.23,Moderate,22,Female,Part-time,Iztapalapa,Yes,No,Yes
1873,8.2,3.0,8.4,0.9,3.5,3.52,High,23,Male,Part-time,Magdalena Contreras,Yes,No,No
1874,7.4,2.1,8.9,3.7,1.9,3.1,Moderate,22,Female,Not working,Alvaro Obregon,Yes,Yes,Yes
1875,7.0,3.6,5.8,6.0,1.6,2.99,High,24,Female,Full-time,Gustavo A. Madero,Yes,No,Yes
1876,8.6,3.2,9.3,2.9,0.0,3.38,High,23,Male,Not working,Azcapotzalco,Yes,Yes,Yes
1877,6.5,2.8,5.6,2.4,6.7,2.9,High,24,Female,Part-time,Alvaro Obregon,No,No,Yes
1878,8.0,2.0,8.2,5.6,0.2,3.4,Moderate,23,Female,Not working,Tlalpan,No,No,No
1879,5.3,2.3,9.3,2.9,4.2,2.82,Low,24,Male,Part-time,Iztacalco,No,No,Yes
1880,6.7,0.6,9.2,3.1,4.4,2.85,Moderate,24,Male,Full-time,Azcapotzalco,Yes,Yes,Yes
1881,9.7,3.2,8.5,0.0,2.6,3.19,High,22,Female,Not working,Tlalpan,Yes,Yes,No
1882,9.6,0.7,6.4,3.1,4.2,3.38,High,22,Female,Not working,Iztapalapa,Yes,Yes,Yes
1883,6.3,0.8,8.0,0.5,8.4,2.91,Moderate,20,Male,Not working,Milpa Alta,Yes,Yes,No
1884,8.6,2.2,7.1,3.4,2.7,3.18,High,24,Female,Full-time,Gustavo A. Madero,Yes,Yes,No
1885,6.8,3.7,5.3,4.0,4.2,3.04,High,23,Female,Part-time,Magdalena Contreras,Yes,Yes,No
1886,5.9,1.2,8.6,0.5,7.8,2.92,Low,21,Female,Part-time,Benito Juarez,No,No,No
1887,9.1,2.9,8.6,0.3,3.1,3.56,High,23,Female,Not working,Iztapalapa,Yes,No,No
1888,9.2,0.2,5.1,2.2,7.3,3.61,High,25,Female,Not working,Xochimilco,Yes,No,No
1889,5.7,2.2,9.6,2.3,4.2,2.98,Low,23,Female,Part-time,Tlalpan,No,No,Yes
1890,5.5,2.4,7.3,5.6,3.2,2.77,Low,24,Female,Full-time,Cuauhtemoc,Yes,No,No
1891,5.6,0.8,5.1,2.6,9.9,2.97,High,24,Male,Full-time,Cuauhtemoc,Yes,No,No
1892,8.0,2.5,7.7,0.5,5.3,3.12,Moderate,23,Male,Not working,Magdalena Contreras,No,No,No
1893,7.2,4.0,9.2,3.2,0.4,2.95,Moderate,24,Male,Not working,Benito Juarez,Yes,No,Yes
1894,7.4,2.7,9.4,3.4,1.1,3.04,Moderate,22,Male,Not working,Gustavo A. Madero,No,Yes,Yes
1895,9.7,0.2,5.1,4.0,5.0,3.25,High,22,Male,Part-time,Milpa Alta,Yes,Yes,No
1896,6.7,1.1,7.6,2.6,6.0,2.83,Moderate,20,Female,Full-time,Coyoacan,Yes,No,Yes
1897,7.6,2.7,6.9,1.5,5.3,3.05,Moderate,22,Female,Part-time,Coyoacan,Yes,Yes,No
1898,8.7,3.0,8.3,0.9,3.1,3.1,High,22,Female,Not working,Venustiano Carranza,Yes,No,Yes
1899,7.9,2.3,7.4,3.3,3.1,3.75,Moderate,22,Male,Part-time,Azcapotzalco,Yes,No,Yes
1900,8.6,0.4,8.7,0.8,5.5,3.22,High,22,Male,Not working,Cuauhtemoc,Yes,Yes,Yes
1901,5.3,3.9,9.8,0.3,4.7,2.53,Low,20,Female,Not working,Iztapalapa,No,No,No
1902,7.4,3.3,9.8,2.2,1.3,3.06,Moderate,22,Female,Not working,Magdalena Contreras,No,No,No
1903,6.8,2.4,6.6,5.5,2.7,3.05,Moderate,24,Female,Part-time,Benito Juarez,Yes,No,Yes
1904,6.6,1.2,5.2,4.9,6.1,3.2,High,24,Female,Full-time,Milpa Alta,Yes,No,Yes
1905,7.3,1.3,7.4,4.9,3.1,2.83,Moderate,22,Male,Part-time,Iztapalapa,Yes,No,Yes
1906,6.9,1.3,5.9,3.6,6.3,2.94,High,24,Female,Not working,Azcapotzalco,Yes,No,Yes
1907,7.4,3.5,5.2,3.9,4.0,3.26,High,22,Female,Not working,Cuauhtemoc,Yes,Yes,No
1908,9.4,2.9,9.6,0.7,1.4,3.57,High,23,Female,Full-time,Cuauhtemoc,Yes,Yes,No
1909,7.5,0.1,5.0,1.4,10.0,3.07,High,23,Female,Not working,Iztapalapa,Yes,No,No
1910,5.9,0.1,9.5,0.0,8.5,2.79,Low,22,Female,Part-time,Coyoacan,No,No,Yes
1911,8.7,0.6,9.6,4.6,0.5,3.57,High,20,Male,Full-time,Xochimilco,Yes,No,No
1912,5.0,3.9,9.4,5.1,0.6,2.98,Low,20,Female,Full-time,Alvaro Obregon,No,No,Yes
1913,8.3,1.4,9.5,1.4,3.4,3.06,High,23,Male,Not working,Iztapalapa,No,No,Yes
1914,9.6,0.6,6.1,3.3,4.4,3.47,High,21,Male,Not working,Venustiano Carranza,Yes,No,No
1915,8.8,2.5,6.2,0.0,6.5,3.29,High,24,Male,Not working,Coyoacan,Yes,Yes,Yes
1916,9.5,1.6,7.6,2.5,2.8,3.7,High,25,Female,Part-time,Azcapotzalco,Yes,No,Yes
1917,7.2,3.1,7.6,1.9,4.2,2.79,Moderate,24,Female,Not working,Xochimilco,Yes,No,No
1918,5.7,2.6,8.4,4.5,2.8,2.94,Low,22,Male,Not working,Tlalpan,No,No,Yes
1919,7.5,3.6,9.7,2.6,0.6,2.84,Moderate,24,Male,Full-time,Xochimilco,No,Yes,No
1920,9.9,1.1,6.0,2.7,4.3,3.68,High,25,Female,Not working,Tlahuac,No,Yes,No
1921,5.3,3.9,7.9,3.3,3.6,2.79,Low,22,Male,Part-time,Gustavo A. Madero,No,No,Yes
1922,5.2,2.4,8.6,2.5,5.3,3.21,Low,24,Female,Full-time,Iztapalapa,No,No,No
1923,8.8,0.9,6.1,1.0,7.2,3.53,High,23,Female,Not working,Iztacalco,Yes,Yes,No
1924,9.1,1.5,7.9,4.0,1.5,3.29,High,23,Female,Full-time,Alvaro Obregon,No,No,Yes
1925,6.2,0.7,9.9,3.7,3.5,2.73,Moderate,21,Female,Not working,Tlalpan,No,Yes,No
1926,6.3,2.0,6.6,1.0,8.1,3.09,Moderate,22,Male,Part-time,Tlalpan,No,Yes,Yes
1927,6.3,0.1,8.5,3.0,6.1,2.99,Moderate,21,Female,Not working,Magdalena Contreras,Yes,No,No
1928,5.5,3.0,5.1,1.5,8.9,2.66,High,22,Male,Not working,Gustavo A. Madero,Yes,Yes,No
1929,9.5,2.9,5.4,4.9,1.3,3.67,High,21,Female,Part-time,Iztapalapa,Yes,No,No
1930,8.0,2.7,10.0,0.8,2.5,3.2,Moderate,24,Female,Part-time,Iztapalapa,No,No,No
1931,8.1,1.8,5.2,0.1,8.8,3.28,High,21,Male,Not working,Gustavo A. Madero,No,No,No
1932,7.8,2.2,5.2,2.8,6.0,3.0,High,21,Female,Part-time,Iztapalapa,Yes,Yes,Yes
1933,9.6,1.6,8.1,3.7,1.0,3.46,High,23,Female,Part-time,Cuauhtemoc,Yes,No,Yes
